PMID,nct_id,has_results_section,has_results_section_update,New_has_results_section,has_adverse_events_section,has_adverse_events_section_update,New_has_adverse_events,primary_completion_date_type,primary_completion_date_type_update,New_primary_completion_date_type,primary_completion_date_update,results_first_post_date_update,primary_completion_date_clean_01,results_first_post_date,start_date_type,trial_start_date_clean_01,trial_start_date_update,start_date_type_update,New_trial_start_date,is_act,results_first_submit_date,results_first_submit_date_update,results_first_submit_qc_date_update,Publication_Date_Prio_Elec,Has_Protocol,Earliest_Document_Date_Protocol,Comp_vs_Up_Protocol,Comp_vs_Up_Protocol_Days,yr_1_Comp_after_Up_Protocol,Has_SAP,Earliest_Document_Date_SAP,Comp_vs_Up_SAP,Comp_vs_Up_SAP_Days,yr_1_Comp_after_Up_SAP,has_protocol_any_version_update,earliest_protocol_date_update,has_sap_any_version_update,earliest_sap_date_update,New_has_protocol,New_has_sap,Comp_vs_Up_Protocol_update,Comp_vs_Up_SAP_update,Comp_vs_Up_Protocol_Days_update,Comp_vs_Up_SAP_Days_update,has_extension_or_cert,disp_first_submit_date,disp_first_post_date
40252681,NCT05259722,TRUE,TRUE,,TRUE,TRUE,,ACTUAL,ACTUAL,,,,11/8/2023,3/14/2025,ACTUAL,6/15/2022,6/15/2022,ACTUAL,1,No,2/24/2025,10/9/2024,2/24/2025,4/16/2025,Yes,6/29/2022,1,-497,0,Yes,6/29/2022,1,-497,0,Yes,6/29/2022,Yes,6/29/2022,,,1,1,-1022,-1022,FALSE,,
40037388,NCT05274750,FALSE,TRUE,1,FALSE,TRUE,1,ACTUAL,ACTUAL,,7/30/2024,12/3/2025,7/30/2024,1/1/3011,ACTUAL,4/22/2022,4/22/2022,ACTUAL,1,Yes,1/1/3011,7/30/2025,11/27/2025,3/1/2025,No,,3,,,No,,3,,,Yes,6/26/2024,Yes,7/15/2024,1,1,1,1,-248,-229,FALSE,,
40562047,NCT05275400,TRUE,TRUE,,TRUE,TRUE,,ACTUAL,ACTUAL,,,,5/15/2024,6/3/2025,ACTUAL,3/8/2022,3/8/2022,ACTUAL,1,Yes,5/15/2025,5/15/2025,5/15/2025,6/22/2025,Yes,5/13/2022,1,-733,0,Yes,5/27/2024,2,12,0,Yes,5/13/2022,Yes,5/27/2024,,,1,1,-1136,-391,FALSE,,
39775037,NCT05310721,FALSE,FALSE,,FALSE,FALSE,,ACTUAL,ACTUAL,,,,3/6/2023,1/1/3011,ACTUAL,4/11/2022,4/11/2022,ACTUAL,1,No,1/1/3011,,,1/7/2025,No,,3,,,No,,3,,,No,,No,,,,3,3,,,FALSE,,
40387033,NCT05321069,TRUE,TRUE,,TRUE,TRUE,,ACTUAL,ACTUAL,,,,8/16/2024,9/12/2025,ACTUAL,10/6/2022,10/6/2022,ACTUAL,1,Yes,8/13/2025,8/13/2025,9/11/2025,5/18/2025,Yes,9/20/2023,1,-331,0,Yes,8/19/2024,2,3,0,Yes,9/20/2023,Yes,8/19/2024,,,1,1,-606,-272,FALSE,,
40388329,NCT05321082,FALSE,TRUE,1,FALSE,TRUE,1,ACTUAL,ACTUAL,,12/18/2024,1/9/2026,12/18/2024,1/1/3011,ACTUAL,11/16/2022,11/16/2022,ACTUAL,1,Yes,1/1/3011,12/17/2025,12/17/2025,5/19/2025,No,,3,,,No,,3,,,Yes,9/21/2023,Yes,12/30/2024,1,1,1,1,-606,-140,FALSE,,
40217078,NCT05347134,FALSE,FALSE,,FALSE,FALSE,,ACTUAL,ACTUAL,,,,11/30/2023,1/1/3011,ACTUAL,6/10/2022,6/10/2022,ACTUAL,1,No,1/1/3011,,,4/11/2025,No,,3,,,No,,3,,,No,,No,,,,3,3,,,FALSE,,
40158524,NCT05349617,TRUE,TRUE,,TRUE,TRUE,,ACTUAL,ACTUAL,,,,6/19/2023,12/13/2024,ACTUAL,5/12/2022,5/12/2022,ACTUAL,1,Yes,10/29/2024,10/29/2024,12/10/2024,3/27/2025,Yes,3/31/2023,1,-80,0,Yes,3/31/2023,1,-80,0,Yes,3/31/2023,Yes,3/31/2023,,,1,1,-727,-727,TRUE,6/18/2024,12/13/2024
40266580,NCT05367492,TRUE,TRUE,,TRUE,TRUE,,ACTUAL,ACTUAL,,,,3/20/2024,4/27/2025,ACTUAL,6/22/2022,6/22/2022,ACTUAL,1,Yes,3/21/2025,3/21/2025,4/15/2025,6/3/2025,Yes,1/10/2024,1,-70,0,Yes,6/13/2024,2,85,0,Yes,1/10/2024,Yes,6/13/2024,,,1,1,-510,-355,FALSE,,
39869911,NCT05394376,FALSE,FALSE,,FALSE,FALSE,,ACTUAL,ACTUAL,,,,6/1/2023,1/1/3011,ACTUAL,8/9/2022,8/9/2022,ACTUAL,1,No,1/1/3011,,,1/28/2025,No,,3,,,No,,3,,,No,,No,,,,3,3,,,FALSE,,
40088914,NCT05408169,FALSE,FALSE,,FALSE,FALSE,,ACTUAL,ACTUAL,,,,10/3/2022,1/1/3011,ACTUAL,6/20/2022,6/20/2022,ACTUAL,1,No,1/1/3011,,,3/12/2025,No,,3,,,No,,3,,,No,,No,,,,3,3,,,FALSE,,
40174223,NCT05429476,FALSE,FALSE,,FALSE,FALSE,,ACTUAL,ACTUAL,,,,8/15/2024,1/1/3011,ACTUAL,8/17/2022,8/17/2022,ACTUAL,1,No,1/1/3011,,,4/3/2025,No,,3,,,No,,3,,,No,,No,,,,3,3,,,FALSE,,
40562048,NCT05462756,TRUE,TRUE,,TRUE,TRUE,,ACTUAL,ACTUAL,,,,2/27/2024,4/27/2025,ACTUAL,8/11/2022,8/11/2022,ACTUAL,1,Yes,2/27/2025,2/27/2025,4/10/2025,6/22/2025,Yes,10/17/2022,1,-498,0,Yes,3/18/2024,2,20,0,Yes,10/17/2022,Yes,3/18/2024,,,1,1,-979,-461,FALSE,,
39753962,NCT05468606,FALSE,FALSE,,FALSE,FALSE,,ESTIMATED,ESTIMATED,,,,12/1/2024,1/1/3011,ACTUAL,2/3/2023,2/3/2023,ACTUAL,1,No,1/1/3011,,,1/3/2025,No,,3,,,No,,3,,,No,,No,,,,3,3,,,FALSE,,
39775042,NCT05474755,FALSE,FALSE,,FALSE,FALSE,,ACTUAL,ACTUAL,,,,4/25/2023,1/1/3011,ACTUAL,7/28/2022,7/28/2022,ACTUAL,1,No,1/1/3011,,,1/7/2025,No,,3,,,No,,3,,,No,,No,,,,3,3,,,FALSE,,
39928308,NCT05490290,FALSE,FALSE,,FALSE,FALSE,,ACTUAL,ACTUAL,,,,5/30/2024,1/1/3011,ACTUAL,12/1/2022,12/1/2022,ACTUAL,1,No,1/1/3011,,,4/8/2025,No,,3,,,No,,3,,,No,,No,,,,3,3,,,FALSE,,
40057343,NCT05499390,FALSE,FALSE,,FALSE,FALSE,,ACTUAL,ACTUAL,,,,1/29/2024,1/1/3011,ACTUAL,11/9/2022,11/9/2022,ACTUAL,1,No,1/1/3011,,,3/8/2025,No,,3,,,No,,3,,,No,,No,,,,3,3,,,FALSE,,
40156829,NCT05523297,TRUE,TRUE,,TRUE,TRUE,,ACTUAL,ACTUAL,,,,6/27/2024,8/15/2025,ACTUAL,11/30/2022,11/30/2022,ACTUAL,1,Yes,5/23/2025,5/23/2025,8/12/2025,5/27/2025,Yes,8/25/2023,1,-307,0,Yes,10/28/2024,2,123,0,Yes,8/25/2023,Yes,10/28/2024,,,1,1,-641,-211,FALSE,,
40162734,NCT05534581,FALSE,FALSE,,FALSE,FALSE,,ACTUAL,ACTUAL,,,,1/1/2025,1/1/3011,ACTUAL,9/26/2022,9/26/2022,ACTUAL,1,No,1/1/3011,,,3/31/2025,No,,3,,,No,,3,,,No,,No,,,,3,3,,,FALSE,,
40239067,NCT05559099,FALSE,TRUE,1,FALSE,TRUE,1,ACTUAL,ACTUAL,,9/3/2024,10/9/2025,9/3/2024,1/1/3011,ACTUAL,10/10/2022,10/10/2022,ACTUAL,1,Yes,1/1/3011,8/14/2025,9/22/2025,4/17/2025,No,,3,,,No,,3,,,Yes,1/24/2024,Yes,2/21/2024,1,1,1,1,-449,-421,FALSE,,
39556768,NCT05563246,TRUE,TRUE,,TRUE,TRUE,,ACTUAL,ACTUAL,,,,3/14/2024,3/25/2025,ACTUAL,11/24/2022,11/24/2022,ACTUAL,1,Yes,3/11/2025,3/11/2025,3/11/2025,1/21/2025,Yes,7/28/2022,1,-595,0,Yes,9/20/2023,1,-176,0,Yes,7/28/2022,Yes,9/20/2023,,,1,1,-908,-489,FALSE,,
40183678,NCT05564039,TRUE,TRUE,,TRUE,TRUE,,ACTUAL,ACTUAL,,,,7/15/2024,8/3/2025,ACTUAL,11/30/2022,11/30/2022,ACTUAL,1,Yes,7/15/2025,7/15/2025,7/15/2025,4/4/2025,Yes,3/9/2023,1,-494,0,Yes,12/1/2022,1,-592,0,Yes,3/9/2023,Yes,12/1/2022,,,1,1,-757,-855,FALSE,,
40162643,NCT05565742,TRUE,TRUE,,TRUE,TRUE,,ACTUAL,ACTUAL,,,,10/23/2023,5/28/2025,ACTUAL,10/20/2022,10/20/2022,ACTUAL,1,Yes,4/17/2025,4/17/2025,5/12/2025,3/30/2025,Yes,7/19/2022,1,-461,0,Yes,10/24/2023,2,1,0,Yes,7/19/2022,Yes,10/24/2023,,,1,1,-985,-523,TRUE,4/4/2024,5/28/2025
40421736,NCT05607680,FALSE,FALSE,,FALSE,FALSE,,ACTUAL,ACTUAL,,,,8/21/2023,1/1/3011,ACTUAL,11/14/2022,11/14/2022,ACTUAL,1,No,1/1/3011,,,5/25/2025,No,,3,,,No,,3,,,No,,No,,,,3,3,,,FALSE,,
40367374,NCT05687903,TRUE,TRUE,,TRUE,TRUE,,ACTUAL,ACTUAL,,,,12/14/2023,1/9/2025,ACTUAL,1/9/2023,1/9/2023,ACTUAL,1,Yes,12/13/2024,12/13/2024,12/13/2024,5/15/2025,Yes,8/17/2022,1,-484,0,Yes,12/11/2023,1,-3,0,Yes,8/17/2022,Yes,12/11/2023,,,1,1,-1002,-521,FALSE,,
40267417,NCT05769608,FALSE,FALSE,,FALSE,FALSE,,ACTUAL,ACTUAL,,,,1/15/2025,1/1/3011,ACTUAL,3/13/2023,3/13/2023,ACTUAL,1,Yes,1/1/3011,,,4/23/2025,No,,3,,,No,,3,,,No,,No,,,,3,3,,,TRUE,1/13/2026,2/18/2025
40105270,NCT05785832,TRUE,TRUE,,TRUE,TRUE,,ACTUAL,ACTUAL,,,,9/24/2024,6/3/2025,ACTUAL,6/1/2023,6/1/2023,ACTUAL,1,Yes,4/3/2025,4/3/2025,5/14/2025,3/19/2025,Yes,10/31/2023,1,-329,0,Yes,4/18/2023,1,-525,0,Yes,10/31/2023,Yes,4/18/2023,,,1,1,-505,-701,FALSE,,
40102593,NCT05827926,FALSE,TRUE,1,FALSE,TRUE,1,ACTUAL,ACTUAL,,12/3/2024,12/23/2025,12/3/2024,1/1/3011,ACTUAL,4/14/2023,4/14/2023,ACTUAL,1,Yes,1/1/3011,12/3/2025,12/3/2025,3/18/2025,No,,3,,,No,,3,,,Yes,3/14/2024,Yes,1/6/2025,1,1,1,1,-369,-71,FALSE,,
40383129,NCT05896254,FALSE,FALSE,,FALSE,FALSE,,ACTUAL,ACTUAL,,,,12/13/2024,1/1/3011,ACTUAL,7/22/2023,7/22/2023,ACTUAL,1,Yes,1/1/3011,,,5/15/2025,No,,3,,,No,,3,,,No,,No,,,,3,3,,,TRUE,11/6/2025,1/30/2025
40347969,NCT06005597,FALSE,TRUE,1,FALSE,TRUE,1,ACTUAL,ACTUAL,,9/25/2024,10/8/2025,9/25/2024,1/1/3011,ACTUAL,3/1/2024,3/1/2024,ACTUAL,1,Yes,1/1/3011,9/18/2025,9/18/2025,5/7/2025,No,,3,,,No,,3,,,Yes,10/9/2024,Yes,10/22/2024,1,1,1,1,-210,-197,FALSE,,
40332892,NCT06097273,TRUE,TRUE,,TRUE,TRUE,,ACTUAL,ACTUAL,,,,5/28/2024,6/13/2025,ACTUAL,10/19/2023,10/19/2023,ACTUAL,1,Yes,5/28/2025,5/28/2025,5/28/2025,6/10/2025,Yes,3/22/2024,1,-67,0,Yes,3/25/2024,1,-64,0,Yes,3/22/2024,Yes,3/25/2024,,,1,1,-445,-442,FALSE,,
39910272,NCT06208423,FALSE,FALSE,,FALSE,FALSE,,ACTUAL,ACTUAL,,,,4/19/2024,1/1/3011,ACTUAL,12/28/2023,12/28/2023,ACTUAL,1,No,1/1/3011,,,2/5/2025,No,,3,,,No,,3,,,No,,No,,,,3,3,,,FALSE,,
40195450,NCT06227689,FALSE,FALSE,,FALSE,FALSE,,ESTIMATED,ESTIMATED,,,,6/30/2024,1/1/3011,ACTUAL,1/18/2024,1/18/2024,ACTUAL,1,No,1/1/3011,,,4/7/2025,No,,3,,,No,,3,,,No,,No,,,,3,3,,,FALSE,,
40578851,NCT04393194,FALSE,FALSE,,FALSE,FALSE,,ESTIMATED,ESTIMATED,,,,6/1/2022,1/1/3011,ESTIMATED,5/24/2020,5/24/2020,ESTIMATED,1,No,1/1/3011,,,6/27/2025,No,,3,,,No,,3,,,No,,No,,,,3,3,,,FALSE,,
40473437,NCT05631262,FALSE,FALSE,,FALSE,FALSE,,ESTIMATED,ESTIMATED,,,,12/30/2025,1/1/3011,ACTUAL,11/30/2022,11/30/2022,ACTUAL,1,No,1/1/3011,,,6/5/2025,No,,3,,,No,,3,,,No,,No,,,,3,3,,,FALSE,,
40472026,NCT04810650,TRUE,TRUE,,TRUE,TRUE,,ACTUAL,ACTUAL,,,,10/16/2023,2/6/2025,ACTUAL,4/15/2021,4/15/2021,ACTUAL,1,No,2/4/2025,11/7/2024,2/4/2025,6/5/2025,Yes,7/26/2023,1,-82,0,Yes,12/21/2021,1,-664,0,Yes,7/26/2023,Yes,12/21/2021,,,1,1,-680,-1262,FALSE,,
40467095,NCT03723252,FALSE,FALSE,,FALSE,FALSE,,ACTUAL,ACTUAL,,,,3/22/2024,1/1/3011,ACTUAL,3/20/2019,3/20/2019,ACTUAL,1,No,1/1/3011,,,6/4/2025,No,,3,,,No,,3,,,No,,No,,,,3,3,,,FALSE,,
40425261,NCT05645640,FALSE,FALSE,,FALSE,FALSE,,ACTUAL,ACTUAL,,,,5/16/2024,1/1/3011,ACTUAL,3/16/2023,3/16/2023,ACTUAL,1,No,1/1/3011,,,5/27/2025,No,,3,,,No,,3,,,No,,No,,,,3,3,,,FALSE,,
40335079,NCT03315390,FALSE,FALSE,,FALSE,FALSE,,ACTUAL,ACTUAL,,,,8/30/2023,1/1/3011,ACTUAL,10/21/2018,10/21/2018,ACTUAL,1,No,1/1/3011,,,5/7/2025,No,,3,,,Yes,7/14/2023,1,-47,0,No,,Yes,7/14/2023,,,3,1,,-663,FALSE,,
40306935,NCT03126409,FALSE,FALSE,,FALSE,FALSE,,ESTIMATED,ESTIMATED,,,,12/30/2029,1/1/3011,ACTUAL,5/14/2017,5/14/2017,ACTUAL,1,No,1/1/3011,,,4/30/2025,No,,3,,,No,,3,,,No,,No,,,,3,3,,,FALSE,,
40233976,NCT02512315,FALSE,FALSE,,FALSE,FALSE,,ESTIMATED,ESTIMATED,,,,12/1/2024,1/1/3011,ACTUAL,8/1/2015,2015-08,ACTUAL,1,No,1/1/3011,,,4/15/2025,No,,3,,,No,,3,,,No,,No,,,,3,3,,,FALSE,,
40164448,NCT04971356,FALSE,FALSE,,FALSE,FALSE,,ESTIMATED,ESTIMATED,,,,3/1/2024,1/1/3011,ACTUAL,11/1/2021,11/1/2021,ACTUAL,1,No,1/1/3011,,,3/31/2025,No,,3,,,No,,3,,,No,,No,,,,3,3,,,FALSE,,
40127893,NCT04896736,FALSE,FALSE,,FALSE,FALSE,,ACTUAL,ACTUAL,,,,2/2/2024,1/1/3011,ACTUAL,6/8/2021,6/8/2021,ACTUAL,1,No,1/1/3011,,,3/24/2025,No,,3,,,Yes,1/31/2024,1,-2,0,No,,Yes,1/31/2024,,,3,1,,-418,FALSE,,
40107675,NCT02398734,FALSE,FALSE,,FALSE,FALSE,,ACTUAL,ACTUAL,,,,11/1/2022,1/1/3011,ACTUAL,10/1/2015,2015-10,ACTUAL,1,No,1/1/3011,,,3/19/2025,No,,3,,,No,,3,,,No,,No,,,,3,3,,,FALSE,,
39982935,NCT03863613,FALSE,FALSE,,FALSE,FALSE,,ACTUAL,ACTUAL,,,,7/8/2023,1/1/3011,ACTUAL,3/23/2019,3/23/2019,ACTUAL,1,No,1/1/3011,,,2/21/2025,No,,3,,,No,,3,,,No,,No,,,,3,3,,,FALSE,,
39933757,NCT04500392,FALSE,FALSE,,FALSE,FALSE,,ESTIMATED,ESTIMATED,,,,1/1/2024,1/1/3011,ACTUAL,5/6/2021,5/6/2021,ACTUAL,1,No,1/1/3011,,,2/11/2025,No,,3,,,No,,3,,,No,,No,,,,3,3,,,FALSE,,
39899612,NCT05110521,FALSE,FALSE,,FALSE,FALSE,,ACTUAL,ACTUAL,,,,8/26/2022,1/1/3011,ACTUAL,11/5/2021,11/5/2021,ACTUAL,1,No,1/1/3011,,,2/3/2025,No,,3,,,No,,3,,,No,,No,,,,3,3,,,FALSE,,
39843169,NCT04004793,FALSE,FALSE,,FALSE,FALSE,,ACTUAL,ACTUAL,,,,1/31/2023,1/1/3011,ACTUAL,6/12/2020,6/12/2020,ACTUAL,1,No,1/1/3011,,,1/22/2025,No,,3,,,No,,3,,,No,,No,,,,3,3,,,FALSE,,
39836656,NCT04069247,TRUE,TRUE,,TRUE,TRUE,,ACTUAL,ACTUAL,,,,1/18/2024,1/9/2025,ACTUAL,9/5/2019,9/5/2019,ACTUAL,1,No,11/25/2024,4/17/2024,11/25/2024,1/21/2025,Yes,12/8/2022,1,-406,0,Yes,12/8/2022,1,-406,0,Yes,12/8/2022,Yes,12/8/2022,,,1,1,-775,-775,FALSE,,
39814420,NCT02867267,FALSE,FALSE,,FALSE,FALSE,,ACTUAL,ACTUAL,,,,1/22/2021,1/1/3011,ACTUAL,9/6/2016,9/6/2016,ACTUAL,1,No,1/1/3011,,,1/15/2025,No,,3,,,No,,3,,,No,,No,,,,3,3,,,FALSE,,
39809509,NCT05684172,FALSE,FALSE,,FALSE,FALSE,,ACTUAL,ACTUAL,,,,8/24/2023,1/1/3011,ACTUAL,1/24/2023,1/24/2023,ACTUAL,1,No,1/1/3011,,,1/14/2025,No,,3,,,No,,3,,,No,,No,,,,3,3,,,FALSE,,
39788611,NCT04357288,FALSE,FALSE,,FALSE,FALSE,,ACTUAL,ACTUAL,,,,9/20/2024,1/1/3011,ACTUAL,12/16/2020,12/16/2020,ACTUAL,1,No,1/1/3011,,,1/9/2025,No,,3,,,No,,3,,,No,,No,,,,3,3,,,FALSE,,
40587286,NCT05202431,FALSE,FALSE,,FALSE,FALSE,,ACTUAL,ACTUAL,,,,7/30/2019,1/1/3011,ACTUAL,7/1/2018,7/1/2018,ACTUAL,1,No,1/1/3011,,,6/28/2025,No,,3,,,No,,3,,,No,,No,,,,3,3,,,FALSE,,
