PMID,Title,journal_book,nct_id,publication_url,sponsor_name,is_act,is_pact,trial_start_date,trial_start_date_clean_01,trial_start_date_clean_mid,start_date_type,primary_completion_date,primary_completion_date_clean_01,primary_completion_date_clean_mid,primary_completion_date_type,first_registration_date,first_registration_date_clean_01,first_registration_date_clean_mid,first_submitted_date,secondary_ids,lead_sponsor_name,lead_sponsor_class,funder_type,collaborator_names,all_sponsors,is_nih_funded,is_randomized,allocation,intervention_model,study_type,has_results_section,results_first_post_date,results_first_submit_date,has_adverse_events_section,Has_Protocol,Earliest_Document_Date_Protocol,Has_SAP,Earliest_Document_Date_SAP,Electronic_Publication_Date,Print_Publication_Date,Publication_Date_Prio_Print,Publication_Date_Prio_Elec,funder_sponsor
39651791,Blinatumomab in Standard-Risk B-Cell Acute Lymphoblastic Leukemia in Children,N Engl J Med,NCT03914625,https://clinicaltrials.gov/study/NCT03914625,National Cancer Institute (NCI),Yes,FALSE,7/3/2019,7/3/2019,7/3/2019,ACTUAL,9/30/2027,9/30/2027,9/30/2027,ESTIMATED,4/12/2019,4/12/2019,4/12/2019,4/12/2019,"NCI-2019-02187 (REGISTRY, CTRP (Clinical Trial Reporting Program)); AALL1731 (OTHER, Children's Oncology Group); AALL1731 (OTHER, CTEP); U10CA180886 (NIH)",National Cancer Institute (NCI),NIH,NIH,,National Cancer Institute (NCI),Yes,Yes,RANDOMIZED,PARALLEL,INTERVENTIONAL,FALSE,1/1/3011,1/1/3011,FALSE,No,,No,,12/7/2024,2/27/2025,2/27/2025,12/7/2024,NIH
40163863,Patient Navigation to Improve Colonoscopy Completion After an Abnormal Stool Test Result : A Randomized Controlled Trial,Ann Intern Med,NCT03925883,,,No,,7/29/2019,7/29/2019,7/29/2019,ACTUAL,6/5/2023,6/5/2023,6/5/2023,ACTUAL,4/22/2019,4/22/2019,4/22/2019,4/11/2019,R01CA218923 (NIH),Kaiser Permanente,OTHER,OTHER,National Cancer Institute (NCI); Sea Mar Community Health Centers,Kaiser Permanente; National Cancer Institute (NCI); Sea Mar Community Health Centers,Yes,Yes,RANDOMIZED,CROSSOVER,INTERVENTIONAL,FALSE,1/1/3011,1/1/3011,FALSE,Yes,12/4/2022,Yes,2/15/2024,4/1/2025,5/1/2025,5/1/2025,4/1/2025,NIH
40267424,Efficacy of Baloxavir Treatment in Preventing Transmission of Influenza,N Engl J Med,NCT03969212,https://clinicaltrials.gov/study/NCT03969212,Hoffmann-La Roche,Yes,FALSE,10/10/2019,10/10/2019,10/10/2019,ACTUAL,5/10/2024,5/10/2024,5/10/2024,ACTUAL,5/29/2019,5/29/2019,5/29/2019,5/29/2019,2018-004056-37 (EUDRACT_NUMBER),Hoffmann-La Roche,INDUSTRY,INDUSTRY,,Hoffmann-La Roche,No,Yes,RANDOMIZED,PARALLEL,INTERVENTIONAL,TRUE,4/24/2025,2/21/2025,TRUE,Yes,3/29/2022,Yes,8/6/2024,,4/24/2025,4/24/2025,4/24/2025,INDUSTRY
39621340,Personalized Patient Data and Behavioral Nudges to Improve Adherence to Chronic Cardiovascular Medications: A Randomized Pragmatic Trial,JAMA,NCT03973931,,,No,,7/1/2019,7/1/2019,7/1/2019,ACTUAL,5/25/2023,5/25/2023,5/25/2023,ACTUAL,6/3/2019,6/3/2019,6/3/2019,5/31/2019,UH3HL144163 (NIH),"University of Colorado, Denver",OTHER,OTHER,"National Heart, Lung, and Blood Institute (NHLBI)","University of Colorado, Denver; National Heart, Lung, and Blood Institute (NHLBI)",Yes,Yes,RANDOMIZED,PARALLEL,INTERVENTIONAL,TRUE,4/2/2025,3/13/2025,TRUE,Yes,5/23/2023,Yes,5/23/2023,,1/7/2025,1/7/2025,1/7/2025,NIH
39363100,Impact of doxycycline post-exposure prophylaxis for sexually transmitted infections on the gut microbiome and antimicrobial resistome,Nat Med,NCT03980223,https://clinicaltrials.gov/study/NCT03980223,"University of California, San Francisco",Yes,FALSE,11/26/2019,11/26/2019,11/26/2019,ACTUAL,6/12/2023,6/12/2023,6/12/2023,ACTUAL,6/6/2019,6/6/2019,6/6/2019,6/6/2019,R01AI143439 (NIH),"University of California, San Francisco",OTHER,OTHER,University of Washington; National Institute of Allergy and Infectious Diseases (NIAID); Mayne Pharma International Pty Ltd; San Francisco Department of Public Health,"University of California, San Francisco; University of Washington; National Institute of Allergy and Infectious Diseases (NIAID); Mayne Pharma International Pty Ltd; San Francisco Department of Public Health",Yes,Yes,RANDOMIZED,PARALLEL,INTERVENTIONAL,TRUE,7/12/2024,5/1/2024,TRUE,Yes,5/27/2022,Yes,2/23/2021,10/3/2024,1/1/2025,1/1/2025,10/3/2024,NIH
40023176,"Direct oral anticoagulants versus no anticoagulation for the prevention of stroke in survivors of intracerebral haemorrhage with atrial fibrillation (PRESTIGE-AF): a multicentre, open-label, randomised, phase 3 trial",Lancet,NCT03996772,,,No,,6/3/2019,6/3/2019,6/3/2019,ACTUAL,5/31/2024,5/31/2024,5/31/2024,ACTUAL,6/21/2019,6/21/2019,6/21/2019,6/3/2019,"2018-002176-41 (EUDRACT_NUMBER); 754517 (OTHER_GRANT, European Union Horizon 2020); 236886 (OTHER, IRAS)",Imperial College London,OTHER,OTHER,"Wuerzburg University Hospital; Julius-Maximilians University; Medical University of Graz; University of Liverpool; King's College London; Hospital Universitari Vall d'Hebron Research Institute; University of Bordeaux; Azienda Ospedaliera di Perugia; Aalborg University; STROKE ALLIANCE FOR EUROPE; University Hospital Heidelberg; Imperial College Healthcare NHS Trust; Alfried Krupp Krankenhaus; University Hospital, Bordeaux","Imperial College London; Wuerzburg University Hospital; Julius-Maximilians University; Medical University of Graz; University of Liverpool; King's College London; Hospital Universitari Vall d'Hebron Research Institute; University of Bordeaux; Azienda Ospedaliera di Perugia; Aalborg University; STROKE ALLIANCE FOR EUROPE; University Hospital Heidelberg; Imperial College Healthcare NHS Trust; Alfried Krupp Krankenhaus; University Hospital, Bordeaux",No,Yes,RANDOMIZED,PARALLEL,INTERVENTIONAL,FALSE,1/1/3011,1/1/3011,FALSE,No,,No,,2/26/2025,3/15/2025,3/15/2025,2/26/2025,OTHER
39874977,"Nivolumab plus ipilimumab versus nivolumab in microsatellite instability-high metastatic colorectal cancer (CheckMate 8HW): a randomised, open-label, phase 3 trial",Lancet,NCT04008030,https://clinicaltrials.gov/study/NCT04008030,Bristol-Myers Squibb,Yes,FALSE,8/5/2019,8/5/2019,8/5/2019,ACTUAL,8/28/2024,8/28/2024,8/28/2024,ACTUAL,7/2/2019,7/2/2019,7/2/2019,7/2/2019,2018-000040-26 (EUDRACT_NUMBER),Bristol-Myers Squibb,INDUSTRY,INDUSTRY,Ono Pharmaceutical Co. Ltd,Bristol-Myers Squibb; Ono Pharmaceutical Co. Ltd,No,Yes,RANDOMIZED,PARALLEL,INTERVENTIONAL,TRUE,9/22/2025,8/29/2025,TRUE,Yes,7/1/2024,Yes,7/1/2024,1/25/2025,2/1/2025,2/1/2025,1/25/2025,INDUSTRY
40245902,"Oral gepotidacin for the treatment of uncomplicated urogenital gonorrhoea (EAGLE-1): a phase 3 randomised, open-label, non-inferiority, multicentre study",Lancet,NCT04010539,https://clinicaltrials.gov/study/NCT04010539,GlaxoSmithKline,Yes,FALSE,10/21/2019,10/21/2019,10/21/2019,ACTUAL,10/10/2023,10/10/2023,10/10/2023,ACTUAL,7/5/2019,7/5/2019,7/5/2019,7/2/2019,2018-001780-23 (EUDRACT_NUMBER),GlaxoSmithKline,INDUSTRY,INDUSTRY,,GlaxoSmithKline,No,Yes,RANDOMIZED,PARALLEL,INTERVENTIONAL,TRUE,5/30/2024,5/1/2024,TRUE,Yes,8/10/2023,Yes,10/13/2023,4/14/2025,5/3/2025,5/3/2025,4/14/2025,INDUSTRY
39706209,"Guselkumab in patients with moderately to severely active ulcerative colitis (QUASAR): phase 3 double-blind, randomised, placebo-controlled induction and maintenance studies",Lancet,NCT04033445,https://clinicaltrials.gov/study/NCT04033445,"Janssen Research & Development, LLC",Yes,FALSE,9/26/2019,9/26/2019,9/26/2019,ACTUAL,9/19/2023,9/19/2023,9/19/2023,ACTUAL,7/24/2019,7/24/2019,7/24/2019,7/24/2019,"CNTO1959UCO3001 (OTHER, Janssen Research & Development, LLC); 2018-004002-25 (EUDRACT_NUMBER); 2023-504718-31-00 (REGISTRY, EUCT number)","Janssen Research & Development, LLC",INDUSTRY,INDUSTRY,,"Janssen Research & Development, LLC",No,Yes,RANDOMIZED,PARALLEL,INTERVENTIONAL,TRUE,11/18/2024,9/18/2024,TRUE,Yes,9/12/2022,Yes,9/8/2023,12/17/2024,1/4/2025,1/4/2025,12/17/2024,INDUSTRY
40349714,"Nivolumab plus ipilimumab versus lenvatinib or sorafenib as first-line treatment for unresectable hepatocellular carcinoma (CheckMate 9DW): an open-label, randomised, phase 3 trial",Lancet,NCT04039607,https://clinicaltrials.gov/study/NCT04039607,Bristol-Myers Squibb,Yes,FALSE,9/30/2019,9/30/2019,9/30/2019,ACTUAL,9/30/2026,9/30/2026,9/30/2026,ESTIMATED,7/30/2019,7/30/2019,7/30/2019,7/30/2019,,Bristol-Myers Squibb,INDUSTRY,INDUSTRY,,Bristol-Myers Squibb,No,Yes,RANDOMIZED,PARALLEL,INTERVENTIONAL,FALSE,1/1/3011,1/1/3011,FALSE,No,,No,,5/8/2025,5/24/2025,5/24/2025,5/8/2025,INDUSTRY
39970397,Low-Dose Yellow Fever Vaccine in Adults in Africa,N Engl J Med,NCT04059471,,,No,,11/11/2019,11/11/2019,11/11/2019,ACTUAL,3/30/2020,3/30/2020,3/30/2020,ACTUAL,8/15/2019,8/15/2019,8/15/2019,7/26/2019,"SERU 3797 (OTHER, KEMRI, Kenya); HS 2596 (OTHER, UNCST, Uganda); MUREC 1/7 (OTHER, MUST-REC, Uganda); ECCT/19/03/04 (OTHER, Pharmacy and Poisons Board, Kenya)",University of Oxford,OTHER,OTHER,"KEMRI-Wellcome Trust Collaborative Research Program; Institut Pasteur; MRC/UVRI and LSHTM Uganda Research Unit; Epicentre, Paris, France.","University of Oxford; KEMRI-Wellcome Trust Collaborative Research Program; Institut Pasteur; MRC/UVRI and LSHTM Uganda Research Unit; Epicentre, Paris, France.",No,Yes,RANDOMIZED,PARALLEL,INTERVENTIONAL,FALSE,1/1/3011,1/1/3011,FALSE,No,,No,,,2/20/2025,2/20/2025,2/20/2025,OTHER
39658862,Electronic Sepsis Screening Among Patients Admitted to Hospital Wards: A Stepped-Wedge Cluster Randomized Trial,JAMA,NCT04078594,,,No,,10/1/2019,10/1/2019,10/1/2019,ACTUAL,8/30/2021,8/30/2021,8/30/2021,ACTUAL,9/1/2019,9/1/2019,9/1/2019,1/17/2019,,King Abdullah International Medical Research Center,OTHER,OTHER,"King Abdulaziz Medical City, Jeddah; Prince Mohammed Bin Abdul Aziz Hospital - AlMadinah; King Abdulaziz Hospital, Al Ahsa; Imam Abdulrahman Al Faisal Hospital - Dammam","King Abdullah International Medical Research Center; King Abdulaziz Medical City, Jeddah; Prince Mohammed Bin Abdul Aziz Hospital - AlMadinah; King Abdulaziz Hospital, Al Ahsa; Imam Abdulrahman Al Faisal Hospital - Dammam",Yes,Yes,RANDOMIZED,PARALLEL,INTERVENTIONAL,FALSE,1/1/3011,1/1/3011,FALSE,No,,No,,,3/4/2025,3/4/2025,3/4/2025,NIH
40412427,Comparison of supplemental breast cancer imaging techniques-interim results from the BRAID randomised controlled trial,Lancet,NCT04097366,,,No,,5/28/2019,5/28/2019,5/28/2019,ACTUAL,9/30/2024,9/30/2024,9/30/2024,ACTUAL,9/18/2019,9/18/2019,9/18/2019,9/9/2019,,University of Cambridge,OTHER,OTHER,Cancer Research UK; GE Healthcare; Queen Mary University of London; Public Health England,University of Cambridge; Cancer Research UK; GE Healthcare; Queen Mary University of London; Public Health England,No,Yes,RANDOMIZED,PARALLEL,INTERVENTIONAL,FALSE,1/1/3011,1/1/3011,FALSE,No,,No,,5/21/2025,5/31/2025,5/31/2025,5/21/2025,OTHER
39838118,Neoadjuvant nivolumab and chemotherapy in early estrogen receptor-positive breast cancer: a randomized phase 3 trial,Nat Med,NCT04109066,https://clinicaltrials.gov/study/NCT04109066,Bristol-Myers Squibb,Yes,FALSE,11/18/2019,11/18/2019,11/18/2019,ACTUAL,1/16/2023,1/16/2023,1/16/2023,ACTUAL,9/27/2019,9/27/2019,9/27/2019,9/27/2019,,Bristol-Myers Squibb,INDUSTRY,INDUSTRY,,Bristol-Myers Squibb,No,Yes,RANDOMIZED,PARALLEL,INTERVENTIONAL,TRUE,3/12/2024,2/13/2024,TRUE,Yes,6/27/2022,Yes,6/27/2022,1/21/2025,2/1/2025,2/1/2025,1/21/2025,INDUSTRY
40217077,IVF versus ICSI in patients without severe male factor infertility: a randomized clinical trial,Nat Med,NCT04128904,,,No,,11/29/2019,11/29/2019,11/29/2019,ACTUAL,12/14/2023,12/14/2023,12/14/2023,ACTUAL,10/15/2019,10/15/2019,10/15/2019,10/7/2019,,"Copenhagen University Hospital, Hvidovre",OTHER,OTHER,,"Copenhagen University Hospital, Hvidovre",No,Yes,RANDOMIZED,PARALLEL,INTERVENTIONAL,FALSE,1/1/3011,1/1/3011,FALSE,No,,No,,4/11/2025,6/1/2025,6/1/2025,4/11/2025,OTHER
40305712,Mepolizumab to Prevent Exacerbations of COPD with an Eosinophilic Phenotype,N Engl J Med,NCT04133909,https://clinicaltrials.gov/study/NCT04133909,GlaxoSmithKline,Yes,FALSE,10/30/2019,10/30/2019,10/30/2019,ACTUAL,8/8/2024,8/8/2024,8/8/2024,ACTUAL,10/18/2019,10/18/2019,10/18/2019,10/18/2019,,GlaxoSmithKline,INDUSTRY,INDUSTRY,"PPD Development, LP","GlaxoSmithKline; PPD Development, LP",No,Yes,RANDOMIZED,PARALLEL,INTERVENTIONAL,TRUE,8/15/2025,7/30/2025,TRUE,Yes,12/6/2021,Yes,8/20/2024,,5/1/2025,5/1/2025,5/1/2025,INDUSTRY
40334156,BCG Revaccination for the Prevention of Mycobacterium tuberculosis Infection,N Engl J Med,NCT04152161,,,No,,10/16/2019,10/16/2019,10/16/2019,ACTUAL,5/14/2024,5/14/2024,5/14/2024,ACTUAL,11/1/2019,11/1/2019,11/1/2019,10/22/2019,,Gates Medical Research Institute,OTHER,OTHER,,Gates Medical Research Institute,No,Yes,RANDOMIZED,PARALLEL,INTERVENTIONAL,TRUE,6/19/2025,6/4/2025,TRUE,Yes,7/21/2023,Yes,10/16/2023,,5/8/2025,5/8/2025,5/8/2025,OTHER
39213194,Vutrisiran in Patients with Transthyretin Amyloidosis with Cardiomyopathy,N Engl J Med,NCT04153149,https://clinicaltrials.gov/study/NCT04153149,Alnylam Pharmaceuticals,Yes,FALSE,11/26/2019,11/26/2019,11/26/2019,ACTUAL,5/8/2024,5/8/2024,5/8/2024,ACTUAL,11/4/2019,11/4/2019,11/4/2019,11/4/2019,2019-003153-28 (EUDRACT_NUMBER); 2024-518318-25-00 (CTIS),Alnylam Pharmaceuticals,INDUSTRY,INDUSTRY,,Alnylam Pharmaceuticals,No,Yes,RANDOMIZED,PARALLEL,INTERVENTIONAL,FALSE,1/1/3011,1/1/3011,FALSE,No,,No,,8/30/2024,1/2/2025,1/2/2025,8/30/2024,INDUSTRY
40033113,"Task-sharing and telemedicine delivery of psychotherapy to treat perinatal depression: a pragmatic, noninferiority randomized trial",Nat Med,NCT04153864,,,No,,1/6/2020,1/6/2020,1/6/2020,ACTUAL,2/26/2024,2/26/2024,2/26/2024,ACTUAL,11/4/2019,11/4/2019,11/4/2019,11/4/2019,,"Mount Sinai Hospital, Canada",OTHER,OTHER,"University of North Carolina, Chapel Hill; Endeavor Health; Women's College Hospital; Unity Health Toronto; Sunnybrook Health Sciences Centre; University of Colorado, Boulder; Harvard Medical School (HMS and HSDM); Patient-Centered Outcomes Research Institute","Mount Sinai Hospital, Canada; University of North Carolina, Chapel Hill; Endeavor Health; Women's College Hospital; Unity Health Toronto; Sunnybrook Health Sciences Centre; University of Colorado, Boulder; Harvard Medical School (HMS and HSDM); Patient-Centered Outcomes Research Institute",No,Yes,RANDOMIZED,FACTORIAL,INTERVENTIONAL,TRUE,8/14/2025,7/28/2025,TRUE,Yes,10/25/2024,Yes,6/16/2023,3/3/2025,4/1/2025,4/1/2025,3/3/2025,OTHER
40323617,Midurethral Sling vs OnabotulinumtoxinA in Females With Urinary Incontinence: The MUSA Randomized Clinical Trial,JAMA,NCT04171531,https://clinicaltrials.gov/study/NCT04171531,NICHD Pelvic Floor Disorders Network,Yes,FALSE,6/8/2020,6/8/2020,6/8/2020,ACTUAL,2/12/2024,2/12/2024,2/12/2024,ACTUAL,11/19/2019,11/19/2019,11/19/2019,11/18/2019,U24HD069031-06 (NIH); UG1HD069013-06 (NIH); UG1HD041267-18 (NIH); UG1HD069010-07 (NIH); UG1HD069006-07 (NIH); UG1HD041261-17 (NIH); UG1HD054214-12 (NIH); UG1HD054241-12 (NIH),NICHD Pelvic Floor Disorders Network,NETWORK,NETWORK,"Eunice Kennedy Shriver National Institute of Child Health and Human Development (NICHD); Women and Infants Hospital of Rhode Island; Duke University; University of Pennsylvania; University of Pittsburgh; University of California, San Diego; Kaiser Permanente; University of Texas Southwestern Medical Center; University of Alabama at Birmingham; RTI International","NICHD Pelvic Floor Disorders Network; Eunice Kennedy Shriver National Institute of Child Health and Human Development (NICHD); Women and Infants Hospital of Rhode Island; Duke University; University of Pennsylvania; University of Pittsburgh; University of California, San Diego; Kaiser Permanente; University of Texas Southwestern Medical Center; University of Alabama at Birmingham; RTI International",Yes,Yes,RANDOMIZED,PARALLEL,INTERVENTIONAL,TRUE,3/20/2025,2/12/2025,TRUE,Yes,2/12/2021,Yes,2/8/2024,,6/3/2025,6/3/2025,6/3/2025,NIH
39536238,Tirzepatide for Obesity Treatment and Diabetes Prevention,N Engl J Med,NCT04184622,https://clinicaltrials.gov/study/NCT04184622,Eli Lilly and Company,Yes,FALSE,12/4/2019,12/4/2019,12/4/2019,ACTUAL,4/1/2022,4/1/2022,4/1/2022,ACTUAL,12/2/2019,12/2/2019,12/2/2019,12/2/2019,"I8F-MC-GPHK (OTHER, Eli Lilly and Company)",Eli Lilly and Company,INDUSTRY,INDUSTRY,,Eli Lilly and Company,No,Yes,RANDOMIZED,PARALLEL,INTERVENTIONAL,TRUE,4/24/2023,3/30/2023,TRUE,Yes,10/4/2021,Yes,9/28/2021,11/13/2024,3/6/2025,3/6/2025,11/13/2024,INDUSTRY
39616603,HepB-CpG vs HepB-Alum Vaccine in People With HIV and Prior Vaccine Nonresponse: The BEe-HIVe Randomized Clinical Trial,JAMA,NCT04193189,https://clinicaltrials.gov/study/NCT04193189,National Institute of Allergy and Infectious Diseases (NIAID),Yes,FALSE,12/14/2020,12/14/2020,12/14/2020,ACTUAL,8/13/2024,8/13/2024,8/13/2024,ACTUAL,12/6/2019,12/6/2019,12/6/2019,12/6/2019,"38569 (REGISTRY, DAIDS-ES Registry Number)",National Institute of Allergy and Infectious Diseases (NIAID),NIH,NIH,Dynavax Technologies Corporation,National Institute of Allergy and Infectious Diseases (NIAID); Dynavax Technologies Corporation,Yes,Yes,RANDOMIZED,PARALLEL,INTERVENTIONAL,TRUE,7/20/2025,5/21/2025,TRUE,Yes,2/18/2022,Yes,1/6/2023,,1/28/2025,1/28/2025,1/28/2025,NIH
39927615,Efficacy and Safety of Obinutuzumab in Active Lupus Nephritis,N Engl J Med,NCT04221477,https://clinicaltrials.gov/study/NCT04221477,Hoffmann-La Roche,Yes,FALSE,8/10/2020,8/10/2020,8/10/2020,ACTUAL,8/15/2024,8/15/2024,8/15/2024,ACTUAL,1/7/2020,1/7/2020,1/7/2020,1/7/2020,"2019-004034-42 (EUDRACT_NUMBER); 2023-503628-22-00 (OTHER, EU CT)",Hoffmann-La Roche,INDUSTRY,INDUSTRY,,Hoffmann-La Roche,No,Yes,RANDOMIZED,PARALLEL,INTERVENTIONAL,FALSE,1/1/3011,1/1/3011,FALSE,No,,No,,2/7/2025,4/17/2025,4/17/2025,2/7/2025,INDUSTRY
39919773,"Exenatide once a week versus placebo as a potential disease-modifying treatment for people with Parkinson's disease in the UK: a phase 3, multicentre, double-blind, parallel-group, randomised, placebo-controlled trial",Lancet,NCT04232969,,,No,,1/20/2020,1/20/2020,1/20/2020,ACTUAL,2/24/2024,2/24/2024,2/24/2024,ESTIMATED,1/16/2020,1/16/2020,1/16/2020,1/10/2020,,"University College, London",OTHER,OTHER,,"University College, London",No,Yes,RANDOMIZED,PARALLEL,INTERVENTIONAL,FALSE,1/1/3011,1/1/3011,FALSE,No,,No,,2/4/2025,2/22/2025,2/22/2025,2/4/2025,OTHER
40098564,Inhaled Sedation in Acute Respiratory Distress Syndrome: The SESAR Randomized Clinical Trial,JAMA,NCT04235608,,,No,,5/3/2020,5/3/2020,5/3/2020,ACTUAL,10/31/2023,10/31/2023,10/31/2023,ACTUAL,1/16/2020,1/16/2020,1/16/2020,1/14/2020,,"University Hospital, Clermont-Ferrand",OTHER,OTHER,,"University Hospital, Clermont-Ferrand",No,Yes,RANDOMIZED,PARALLEL,INTERVENTIONAL,FALSE,1/1/3011,1/1/3011,FALSE,No,,No,,,5/13/2025,5/13/2025,5/13/2025,OTHER
39798578,"Transarterial chemoembolisation combined with lenvatinib plus pembrolizumab versus dual placebo for unresectable, non-metastatic hepatocellular carcinoma (LEAP-012): a multicentre, randomised, double-blind, phase 3 study",Lancet,NCT04246177,https://clinicaltrials.gov/study/NCT04246177,Merck Sharp & Dohme LLC,Yes,FALSE,5/22/2020,5/22/2020,5/22/2020,ACTUAL,6/30/2028,6/30/2028,6/30/2028,ESTIMATED,1/27/2020,1/27/2020,1/27/2020,1/27/2020,"MK-7902-012 (OTHER, MSD Protocol Number); LEAP-012 (OTHER, MSD); E7080-G000-318 (OTHER, Eisai Protocol Number); 205286 (REGISTRY, JAPIC-CTI); 2022-502116-36-00 (REGISTRY, EU CT); U1111-1283-3439 (REGISTRY, UTN); 2019-002345-37 (EUDRACT_NUMBER)",Merck Sharp & Dohme LLC,INDUSTRY,INDUSTRY,Eisai Inc.,Merck Sharp & Dohme LLC; Eisai Inc.,No,Yes,RANDOMIZED,PARALLEL,INTERVENTIONAL,FALSE,1/1/3011,1/1/3011,FALSE,No,,No,,1/8/2025,1/18/2025,1/18/2025,1/8/2025,INDUSTRY
40387025,Navigational Bronchoscopy or Transthoracic Needle Biopsy for Lung Nodules,N Engl J Med,NCT04250194,https://clinicaltrials.gov/study/NCT04250194,Vanderbilt-Ingram Cancer Center,Yes,FALSE,5/22/2020,5/22/2020,5/22/2020,ACTUAL,6/10/2024,6/10/2024,6/10/2024,ACTUAL,1/29/2020,1/29/2020,1/29/2020,1/29/2020,"NCI-2020-00632 (REGISTRY, NCI, Clinical Trials Reporting Program)",Vanderbilt-Ingram Cancer Center,OTHER,OTHER,Medtronic,Vanderbilt-Ingram Cancer Center; Medtronic,No,Yes,RANDOMIZED,PARALLEL,INTERVENTIONAL,TRUE,7/14/2025,5/20/2025,TRUE,Yes,3/29/2023,Yes,3/29/2023,5/18/2025,6/5/2025,6/5/2025,5/18/2025,OTHER
39775043,Neoadjuvant anti-PD-1 alone or in combination with anti-TIGIT or an oncolytic virus in resectable stage IIIB-D melanoma: a phase 1/2 trial,Nat Med,NCT04303169,https://clinicaltrials.gov/study/NCT04303169,Merck Sharp & Dohme LLC,Yes,FALSE,6/26/2020,6/26/2020,6/26/2020,ACTUAL,10/6/2025,10/6/2025,10/6/2025,ESTIMATED,3/9/2020,3/9/2020,3/9/2020,3/9/2020,"MK-3475-02C (OTHER, MSD); KEYMAKER-U02 (OTHER, MSD); 2023-506314-51-00 (REGISTRY, EU CT); U1111-1293-5665 (REGISTRY, UTN); 2019-003978-22 (EUDRACT_NUMBER)",Merck Sharp & Dohme LLC,INDUSTRY,INDUSTRY,,Merck Sharp & Dohme LLC,No,Yes,RANDOMIZED,PARALLEL,INTERVENTIONAL,FALSE,1/1/3011,1/1/3011,FALSE,No,,No,,1/7/2025,1/1/2025,1/1/2025,1/7/2025,INDUSTRY
40366680,Spironolactone vs Amiloride for Resistant Hypertension: A Randomized Clinical Trial,JAMA,NCT04331691,,,No,,11/16/2020,11/16/2020,11/16/2020,ACTUAL,5/23/2024,5/23/2024,5/23/2024,ACTUAL,3/31/2020,3/31/2020,3/31/2020,3/31/2020,,Yonsei University,OTHER,OTHER,,Yonsei University,No,Yes,RANDOMIZED,PARALLEL,INTERVENTIONAL,FALSE,1/1/3011,1/1/3011,FALSE,No,,No,,,6/17/2025,6/17/2025,6/17/2025,OTHER
39775041,Intracerebroventricular anaerobic dopamine in Parkinson's disease with L-dopa-related complications: a phase 1/2 randomized-controlled trial,Nat Med,NCT04332276,,,No,,9/18/2020,9/18/2020,9/18/2020,ACTUAL,5/6/2024,5/6/2024,5/6/2024,ACTUAL,3/31/2020,3/31/2020,3/31/2020,3/25/2020,2020-000155-12 (EUDRACT_NUMBER),"University Hospital, Lille",OTHER,OTHER,InBrain Pharma,"University Hospital, Lille; InBrain Pharma",No,Yes,RANDOMIZED,CROSSOVER,INTERVENTIONAL,FALSE,1/1/3011,1/1/3011,FALSE,No,,No,,1/7/2025,3/1/2025,3/1/2025,1/7/2025,OTHER
40174597,"Angiography-derived fractional flow reserve versus intravascular ultrasound to guide percutaneous coronary intervention in patients with coronary artery disease (FLAVOUR II): a multicentre, randomised, non-inferiority trial",Lancet,NCT04397211,,,No,,5/29/2020,5/29/2020,5/29/2020,ACTUAL,2024-09,9/1/2024,9/15/2024,ESTIMATED,5/17/2020,5/17/2020,5/17/2020,5/17/2020,,"Second Affiliated Hospital, School of Medicine, Zhejiang University",OTHER,OTHER,"Seoul National University Hospital; Affiliated Hangzhou First People's Hospital; Wuhan University; Peking University Third Hospital; The Affiliated Hospital of Hangzhou Normal University; RenJi Hospital; Second Hospital of Shanxi Medical University; First Affiliated Hospital of Wenzhou Medical University; Second Affiliated Hospital of Wenzhou Medical University; Changxing People's Hospital; The Affiliated Hospital of Medical College, Ningbo University; Jinhua Central Hospital; Shandong University of Traditional Chinese Medicine; Dongyang People's Hospital; The First Affiliated Hospital of Nanchang University; Jining First People's Hospital; Second Affiliated Hospital of Shantou University Medical College; Ulsan University Hospital; Huizhou Municipal Central Hospital; Zhejiang Greentown Cardiovascular Hospital; The Fourth People's Hospital of Jinan; First Affiliated Hospital of Kunming Medical University","Second Affiliated Hospital, School of Medicine, Zhejiang University; Seoul National University Hospital; Affiliated Hangzhou First People's Hospital; Wuhan University; Peking University Third Hospital; The Affiliated Hospital of Hangzhou Normal University; RenJi Hospital; Second Hospital of Shanxi Medical University; First Affiliated Hospital of Wenzhou Medical University; Second Affiliated Hospital of Wenzhou Medical University; Changxing People's Hospital; The Affiliated Hospital of Medical College, Ningbo University; Jinhua Central Hospital; Shandong University of Traditional Chinese Medicine; Dongyang People's Hospital; The First Affiliated Hospital of Nanchang University; Jining First People's Hospital; Second Affiliated Hospital of Shantou University Medical College; Ulsan University Hospital; Huizhou Municipal Central Hospital; Zhejiang Greentown Cardiovascular Hospital; The Fourth People's Hospital of Jinan; First Affiliated Hospital of Kunming Medical University",No,Yes,RANDOMIZED,PARALLEL,INTERVENTIONAL,FALSE,1/1/3011,1/1/3011,FALSE,No,,No,,3/30/2025,4/26/2025,4/26/2025,3/30/2025,OTHER
