PMID,Title,journal_book,nct_id,publication_url,sponsor_name,is_act,is_pact,secondary_ids,lead_sponsor_name,lead_sponsor_class,funder_type,collaborator_names,all_sponsors,is_nih_funded,is_randomized,allocation,intervention_model,study_type,funder_sponsor
39955119,"Efficacy and safety of nerinetide in acute ischaemic stroke in patients undergoing endovascular thrombectomy without previous thrombolysis (ESCAPE-NEXT): a multicentre, double-blind, randomised controlled trial",Lancet,NCT04462536,https://clinicaltrials.gov/study/NCT04462536,NoNO Inc.,Yes,FALSE,,NoNO Inc.,INDUSTRY,INDUSTRY,University of Calgary,NoNO Inc.; University of Calgary,No,Yes,RANDOMIZED,PARALLEL,INTERVENTIONAL,INDUSTRY
40517007,"Retifanlimab with carboplatin and paclitaxel for locally recurrent or metastatic squamous cell carcinoma of the anal canal (POD1UM-303/InterAACT-2): a global, phase 3 randomised controlled trial",Lancet,NCT04472429,https://clinicaltrials.gov/study/NCT04472429,Incyte Corporation,Yes,FALSE,"2020-000826-24 (EUDRACT_NUMBER); 2024-512331-72-00 (REGISTRY, EU CT Number)",Incyte Corporation,INDUSTRY,INDUSTRY,,Incyte Corporation,No,Yes,RANDOMIZED,PARALLEL,INTERVENTIONAL,INDUSTRY
39475399,Transcatheter Valve Replacement in Severe Tricuspid Regurgitation,N Engl J Med,NCT04482062,https://clinicaltrials.gov/study/NCT04482062,Edwards Lifesciences,Yes,FALSE,,Edwards Lifesciences,INDUSTRY,INDUSTRY,,Edwards Lifesciences,No,Yes,RANDOMIZED,PARALLEL,INTERVENTIONAL,INDUSTRY
39556379,Pulmonary Vein Isolation With Optimized Linear Ablation vs Pulmonary Vein Isolation Alone for Persistent AF: The PROMPT-AF Randomized Clinical Trial,JAMA,NCT04497376,,,No,,,Beijing Anzhen Hospital,OTHER,OTHER,"Heart Health Research Centre; The George Institute for Global Health, China; The George Institute for Global Health, Australia; Fukuoka University","Beijing Anzhen Hospital; Heart Health Research Centre; The George Institute for Global Health, China; The George Institute for Global Health, Australia; Fukuoka University",No,Yes,RANDOMIZED,PARALLEL,INTERVENTIONAL,OTHER
39775039,"Angiogenic factors versus fetomaternal Doppler for fetal growth restriction at term: an open-label, randomized controlled trial",Nat Med,NCT04502823,,,No,,,Hospital Universitari Vall d'Hebron Research Institute,OTHER,OTHER,,Hospital Universitari Vall d'Hebron Research Institute,No,Yes,RANDOMIZED,PARALLEL,INTERVENTIONAL,OTHER
40202593,A Phase 3 Trial of Inebilizumab in Generalized Myasthenia Gravis,N Engl J Med,NCT04524273,https://clinicaltrials.gov/study/NCT04524273,Amgen,Yes,FALSE,,Amgen,INDUSTRY,INDUSTRY,,Amgen,No,Yes,RANDOMIZED,PARALLEL,INTERVENTIONAL,INDUSTRY
39541094,Inebilizumab for Treatment of IgG4-Related Disease,N Engl J Med,NCT04540497,https://clinicaltrials.gov/study/NCT04540497,Amgen,Yes,FALSE,2023-508290-81-00 (CTIS),Amgen,INDUSTRY,INDUSTRY,,Amgen,No,Yes,RANDOMIZED,PARALLEL,INTERVENTIONAL,INDUSTRY
40159556,Liberal fluid intake versus fluid restriction in chronic heart failure: a randomized clinical trial,Nat Med,NCT04551729,,,No,,,Radboud University Medical Center,OTHER,OTHER,Maastricht University Medical Center,Radboud University Medical Center; Maastricht University Medical Center,No,Yes,RANDOMIZED,PARALLEL,INTERVENTIONAL,OTHER
40169145,"Semaglutide and walking capacity in people with symptomatic peripheral artery disease and type 2 diabetes (STRIDE): a phase 3b, double-blind, randomised, placebo-controlled trial",Lancet,NCT04560998,https://clinicaltrials.gov/study/NCT04560998,Novo Nordisk A/S,Yes,FALSE,"2019-003399-38 (REGISTRY, European Medicines Agency (EudraCT)); U1111-1238-7071 (OTHER, World Health Organization (WHO))",Novo Nordisk A/S,INDUSTRY,INDUSTRY,,Novo Nordisk A/S,No,Yes,RANDOMIZED,PARALLEL,INTERVENTIONAL,INDUSTRY
39460694,Atrasentan in Patients with IgA Nephropathy,N Engl J Med,NCT04573478,https://clinicaltrials.gov/study/NCT04573478,"Chinook Therapeutics, Inc.",Yes,FALSE,,"Chinook Therapeutics, Inc.",INDUSTRY,INDUSTRY,,"Chinook Therapeutics, Inc.",No,Yes,RANDOMIZED,PARALLEL,INTERVENTIONAL,INDUSTRY
39453772,Alternative Complement Pathway Inhibition with Iptacopan in IgA Nephropathy,N Engl J Med,NCT04578834,https://clinicaltrials.gov/study/NCT04578834,Novartis Pharmaceuticals,Yes,FALSE,,Novartis Pharmaceuticals,INDUSTRY,INDUSTRY,,Novartis Pharmaceuticals,No,Yes,RANDOMIZED,PARALLEL,INTERVENTIONAL,INDUSTRY
40460847,"Claudin-18 isoform 2-specific CAR T-cell therapy (satri-cel) versus treatment of physician's choice for previously treated advanced gastric or gastro-oesophageal junction cancer (CT041-ST-01): a randomised, open-label, phase 2 trial",Lancet,NCT04581473,,,No,,,"CARsgen Therapeutics Co., Ltd.",INDUSTRY,INDUSTRY,Peking University Cancer Hospital & Institute; Fudan University,"CARsgen Therapeutics Co., Ltd.; Peking University Cancer Hospital & Institute; Fudan University",No,Yes,RANDOMIZED,PARALLEL,INTERVENTIONAL,INDUSTRY
40267423,Phase 3 Trial of the DPP-1 Inhibitor Brensocatib in Bronchiectasis,N Engl J Med,NCT04594369,https://clinicaltrials.gov/study/NCT04594369,Insmed Incorporated,Yes,FALSE,2020-003688-25 (EUDRACT_NUMBER),Insmed Incorporated,INDUSTRY,INDUSTRY,,Insmed Incorporated,No,Yes,RANDOMIZED,PARALLEL,INTERVENTIONAL,INDUSTRY
40075230,The impact of interactive text communication on neonatal mortality in Kenya: a randomized controlled trial,Nat Med,NCT04598165,,,No,,1R01HD098105-01 (NIH),Women and Infants Hospital of Rhode Island,OTHER,OTHER,Eunice Kennedy Shriver National Institute of Child Health and Human Development (NICHD); Kenyatta National Hospital,Women and Infants Hospital of Rhode Island; Eunice Kennedy Shriver National Institute of Child Health and Human Development (NICHD); Kenyatta National Hospital,Yes,Yes,RANDOMIZED,PARALLEL,INTERVENTIONAL,NIH
40065169,Pelabresib plus ruxolitinib for JAK inhibitor-naive myelofibrosis: a randomized phase 3 trial,Nat Med,NCT04603495,https://clinicaltrials.gov/study/NCT04603495,Constellation Pharmaceuticals,Yes,FALSE,2020-001989-10 (EUDRACT_NUMBER),Constellation Pharmaceuticals,INDUSTRY,INDUSTRY,,Constellation Pharmaceuticals,No,Yes,RANDOMIZED,PARALLEL,INTERVENTIONAL,INDUSTRY
39863775,"Encorafenib, cetuximab and chemotherapy in BRAF-mutant colorectal cancer: a randomized phase 3 trial",Nat Med,NCT04607421,https://clinicaltrials.gov/study/NCT04607421,Pfizer,Yes,FALSE,"2023-509405-77-00 (REGISTRY, CTIS (EU)); BREAKWATER (OTHER, Pfizer)",Pfizer,INDUSTRY,INDUSTRY,"Ono Pharmaceutical Co. Ltd; Merck KGaA, Darmstadt, Germany; Eli Lilly and Company","Pfizer; Ono Pharmaceutical Co. Ltd; Merck KGaA, Darmstadt, Germany; Eli Lilly and Company",No,Yes,RANDOMIZED,PARALLEL,INTERVENTIONAL,INDUSTRY
39671272,Camrelizumab vs Placebo in Combination With Chemotherapy as Neoadjuvant Treatment in Patients With Early or Locally Advanced Triple-Negative Breast Cancer: The CamRelief Randomized Clinical Trial,JAMA,NCT04613674,,,No,,,"Jiangsu HengRui Medicine Co., Ltd.",INDUSTRY,INDUSTRY,,"Jiangsu HengRui Medicine Co., Ltd.",No,Yes,RANDOMIZED,PARALLEL,INTERVENTIONAL,INDUSTRY
39984634,Telemedicine-based integrated management of atrial fibrillation in village clinics: a cluster randomized trial,Nat Med,NCT04622514,,,No,,,The First Affiliated Hospital with Nanjing Medical University,OTHER,OTHER,University of Liverpool,The First Affiliated Hospital with Nanjing Medical University; University of Liverpool,No,Yes,RANDOMIZED,PARALLEL,INTERVENTIONAL,OTHER
39602173,Transcatheter Edge-to-Edge Repair for Severe Isolated Tricuspid Regurgitation: The Tri.Fr Randomized Clinical Trial,JAMA,NCT04646811,,,No,,"2020-A00645-34 (OTHER, N° IDRCB)",Rennes University Hospital,OTHER,OTHER,,Rennes University Hospital,No,Yes,RANDOMIZED,PARALLEL,INTERVENTIONAL,OTHER
39922675,"Normobaric hyperoxia combined with endovascular treatment for acute ischaemic stroke in China (OPENS-2 trial): a multicentre, randomised, single-blind, sham-controlled trial",Lancet,NCT04681651,,,No,,,Capital Medical University,OTHER,OTHER,Tianjin Huanhu Hospital; Shengli Oilfield Hospital; Beijing Fengtai You'anmen Hospital; Jiujiang University Affiliated Hospital; Zhangzhou Municipal Hospital of Fujian Province; Baotou Central Hospital; Luoyang Central Hospital; Nanyang Central Hospital; Qingdao Central Hospital; The Third People's Hospital of Jinan; Rizhao People's Hospital; Anyang People's Hospital; Shanghai 10th People's Hospital; Dalian Municipal Central Hospital; Zhoukou Central Hospital; Nanshi Hospital of Nanyang; The second Nanning People's Hospital; Zhumadian Central Hospital; Taizhou Hospital; Second Affiliated Hospital of Nanchang University,Capital Medical University; Tianjin Huanhu Hospital; Shengli Oilfield Hospital; Beijing Fengtai You'anmen Hospital; Jiujiang University Affiliated Hospital; Zhangzhou Municipal Hospital of Fujian Province; Baotou Central Hospital; Luoyang Central Hospital; Nanyang Central Hospital; Qingdao Central Hospital; The Third People's Hospital of Jinan; Rizhao People's Hospital; Anyang People's Hospital; Shanghai 10th People's Hospital; Dalian Municipal Central Hospital; Zhoukou Central Hospital; Nanshi Hospital of Nanyang; The second Nanning People's Hospital; Zhumadian Central Hospital; Taizhou Hospital; Second Affiliated Hospital of Nanchang University,No,Yes,RANDOMIZED,PARALLEL,INTERVENTIONAL,OTHER
40162639,Dapagliflozin in Patients Undergoing Transcatheter Aortic-Valve Implantation,N Engl J Med,NCT04696185,,,No,,,Spanish Society of Cardiology,OTHER,OTHER,Fundación Centro Nacional de Investigaciones Cardiovasculares Carlos III,Spanish Society of Cardiology; Fundación Centro Nacional de Investigaciones Cardiovasculares Carlos III,No,Yes,RANDOMIZED,PARALLEL,INTERVENTIONAL,OTHER
39953289,Artificial intelligence for individualized treatment of persistent atrial fibrillation: a randomized controlled trial,Nat Med,NCT04702451,https://clinicaltrials.gov/study/NCT04702451,Volta Medical,Yes,FALSE,,Volta Medical,INDUSTRY,INDUSTRY,Covance; CardiaBase,Volta Medical; Covance; CardiaBase,No,Yes,RANDOMIZED,PARALLEL,INTERVENTIONAL,INDUSTRY
39842011,Abelacimab versus Rivaroxaban in Patients with Atrial Fibrillation,N Engl J Med,NCT04755283,https://clinicaltrials.gov/study/NCT04755283,"Anthos Therapeutics, Inc.",Yes,FALSE,2020-004507-13 (EUDRACT_NUMBER),"Anthos Therapeutics, Inc.",INDUSTRY,INDUSTRY,The TIMI Study Group; Fortrea,"Anthos Therapeutics, Inc.; The TIMI Study Group; Fortrea",No,Yes,RANDOMIZED,PARALLEL,INTERVENTIONAL,INDUSTRY
39709979,"Effect of a spatial repellent on malaria incidence in an area of western Kenya characterised by high malaria transmission, insecticide resistance, and universal coverage of insecticide treated nets (part of the AEGIS Consortium): a cluster-randomised, controlled trial",Lancet,NCT04766879,,,No,,,University of Notre Dame,OTHER,OTHER,"S.C. Johnson & Son, Inc.; Kenya Medical Research Institute; Centers for Disease Control and Prevention; fhiClinical","University of Notre Dame; S.C. Johnson & Son, Inc.; Kenya Medical Research Institute; Centers for Disease Control and Prevention; fhiClinical",No,Yes,RANDOMIZED,PARALLEL,INTERVENTIONAL,OTHER
39258838,Liraglutide for Children 6 to <12 Years of Age with Obesity - A Randomized Trial,N Engl J Med,NCT04775082,https://clinicaltrials.gov/study/NCT04775082,Novo Nordisk A/S,Yes,FALSE,"U1111-1247-8226 (OTHER, World Health Organization (WHO)); 2020-000546-34 (REGISTRY, European Medicines Agency (EudraCT))",Novo Nordisk A/S,INDUSTRY,INDUSTRY,,Novo Nordisk A/S,No,Yes,RANDOMIZED,PARALLEL,INTERVENTIONAL,INDUSTRY
40305708,Phase 3 Trial of Semaglutide in Metabolic Dysfunction-Associated Steatohepatitis,N Engl J Med,NCT04822181,https://clinicaltrials.gov/study/NCT04822181,Novo Nordisk A/S,Yes,FALSE,"U1111-1244-3678 (OTHER, World Health Organization (WHO)); 2019-004594-44 (REGISTRY, European Medicines Agency (EudraCT)); jRCT2031210033 (REGISTRY, JAPIC)",Novo Nordisk A/S,INDUSTRY,INDUSTRY,,Novo Nordisk A/S,No,Yes,RANDOMIZED,PARALLEL,INTERVENTIONAL,INDUSTRY
39555826,Tirzepatide for Heart Failure with Preserved Ejection Fraction and Obesity,N Engl J Med,NCT04847557,https://clinicaltrials.gov/study/NCT04847557,Eli Lilly and Company,Yes,FALSE,"I8F-MC-GPID (OTHER, Eli Lilly and Company)",Eli Lilly and Company,INDUSTRY,INDUSTRY,,Eli Lilly and Company,No,Yes,RANDOMIZED,PARALLEL,INTERVENTIONAL,INDUSTRY
40106374,Tezepelumab in Adults with Severe Chronic Rhinosinusitis with Nasal Polyps,N Engl J Med,NCT04851964,https://clinicaltrials.gov/study/NCT04851964,AstraZeneca,Yes,FALSE,2020-003062-39 (EUDRACT_NUMBER),AstraZeneca,INDUSTRY,INDUSTRY,Amgen,AstraZeneca; Amgen,No,Yes,RANDOMIZED,PARALLEL,INTERVENTIONAL,INDUSTRY
39455729,Semaglutide in patients with overweight or obesity and chronic kidney disease without diabetes: a randomized double-blind placebo-controlled clinical trial,Nat Med,NCT04889183,,,No,,2021-001247-27 (EUDRACT_NUMBER),University Medical Center Groningen,OTHER,OTHER,Novo Nordisk A/S,University Medical Center Groningen; Novo Nordisk A/S,No,Yes,RANDOMIZED,PARALLEL,INTERVENTIONAL,OTHER
40167274,Sotatercept in Patients with Pulmonary Arterial Hypertension at High Risk for Death,N Engl J Med,NCT04896008,https://clinicaltrials.gov/study/NCT04896008,"Acceleron Pharma, Inc., a wholly-owned subsidiary of Merck & Co., Inc., Rahway, NJ USA",Yes,FALSE,"A011-14 (OTHER, Acceleronpharma); MK-7962-006 (OTHER, MSD); 2023-509140-10-00 (REGISTRY, EU CT); U1111-1309-6376 (REGISTRY, UTN); 2021-001498-21 (EUDRACT_NUMBER)","Acceleron Pharma, Inc., a wholly-owned subsidiary of Merck & Co., Inc., Rahway, NJ USA",INDUSTRY,INDUSTRY,,"Acceleron Pharma, Inc., a wholly-owned subsidiary of Merck & Co., Inc., Rahway, NJ USA",Yes,Yes,RANDOMIZED,PARALLEL,INTERVENTIONAL,NIH
39747681,Empagliflozin in nondiabetic individuals with calcium and uric acid kidney stones: a randomized phase 2 trial,Nat Med,NCT04911660,,,No,,,"Insel Gruppe AG, University Hospital Bern",OTHER,OTHER,Boehringer Ingelheim; University of Bern,"Insel Gruppe AG, University Hospital Bern; Boehringer Ingelheim; University of Bern",No,Yes,RANDOMIZED,CROSSOVER,INTERVENTIONAL,OTHER
40473450,"Efficacy and safety of selumetinib in adults with neurofibromatosis type 1 and symptomatic, inoperable plexiform neurofibromas (KOMET): a multicentre, international, randomised, placebo-controlled, parallel, double-blind, phase 3 study",Lancet,NCT04924608,https://clinicaltrials.gov/study/NCT04924608,AstraZeneca,Yes,FALSE,2020-005607-39 (EUDRACT_NUMBER),AstraZeneca,INDUSTRY,INDUSTRY,Merck Sharp & Dohme LLC,AstraZeneca; Merck Sharp & Dohme LLC,No,Yes,RANDOMIZED,PARALLEL,INTERVENTIONAL,INDUSTRY
39602624,Twice-Yearly Lenacapavir for HIV Prevention in Men and Gender-Diverse Persons,N Engl J Med,NCT04925752,https://clinicaltrials.gov/study/NCT04925752,Gilead Sciences,Yes,FALSE,"DOH-27-102021-6681 (OTHER, South African National Clinical Trial Registry)",Gilead Sciences,INDUSTRY,INDUSTRY,,Gilead Sciences,No,Yes,RANDOMIZED,PARALLEL,INTERVENTIONAL,INDUSTRY
39660834,Imlunestrant with or without Abemaciclib in Advanced Breast Cancer,N Engl J Med,NCT04975308,https://clinicaltrials.gov/study/NCT04975308,Eli Lilly and Company,Yes,FALSE,"J2J-OX-JZLC (OTHER, Eli Lilly and Company); 2021-000079-35 (EUDRACT_NUMBER); 2023-506786-63-00 (CTIS)",Eli Lilly and Company,INDUSTRY,INDUSTRY,,Eli Lilly and Company,No,Yes,RANDOMIZED,PARALLEL,INTERVENTIONAL,INDUSTRY
39843940,"First-line cadonilimab plus chemotherapy in HER2-negative advanced gastric or gastroesophageal junction adenocarcinoma: a randomized, double-blind, phase 3 trial",Nat Med,NCT05008783,,,No,,,Akeso,INDUSTRY,INDUSTRY,,Akeso,No,Yes,RANDOMIZED,PARALLEL,INTERVENTIONAL,INDUSTRY
39908430,Endovascular Treatment for Stroke Due to Occlusion of Medium or Distal Vessels,N Engl J Med,NCT05029414,,,No,,,"University Hospital, Basel, Switzerland",OTHER,OTHER,"Swiss National Fund for Scientific Research; Stryker Neurovascular; Penumbra Inc.; Medtronic; Phenox GmbH; Rapid Medical; Gottfried und Julia Bangerter- Rhyner-Stiftung, Basel","University Hospital, Basel, Switzerland; Swiss National Fund for Scientific Research; Stryker Neurovascular; Penumbra Inc.; Medtronic; Phenox GmbH; Rapid Medical; Gottfried und Julia Bangerter- Rhyner-Stiftung, Basel",Yes,Yes,RANDOMIZED,PARALLEL,INTERVENTIONAL,NIH
40043237,Remibrutinib in Chronic Spontaneous Urticaria,N Engl J Med,NCT05032157,https://clinicaltrials.gov/study/NCT05032157,Novartis Pharmaceuticals,Yes,FALSE,2021-000424-35 (EUDRACT_NUMBER),Novartis Pharmaceuticals,INDUSTRY,INDUSTRY,,Novartis Pharmaceuticals,No,Yes,RANDOMIZED,PARALLEL,INTERVENTIONAL,INDUSTRY
40341827,Efruxifermin in Compensated Liver Cirrhosis Caused by MASH,N Engl J Med,NCT05039450,https://clinicaltrials.gov/study/NCT05039450,"Akero Therapeutics, Inc",Yes,FALSE,,"Akero Therapeutics, Inc",INDUSTRY,INDUSTRY,,"Akero Therapeutics, Inc",No,Yes,RANDOMIZED,PARALLEL,INTERVENTIONAL,INDUSTRY
40158526,"Chikungunya virus virus-like particle vaccine safety and immunogenicity in adolescents and adults in the USA: a phase 3, randomised, double-blind, placebo-controlled trial",Lancet,NCT05072080,https://clinicaltrials.gov/study/NCT05072080,Bavarian Nordic,Yes,FALSE,,Bavarian Nordic,INDUSTRY,INDUSTRY,Emergent BioSolutions,Bavarian Nordic; Emergent BioSolutions,No,Yes,RANDOMIZED,PARALLEL,INTERVENTIONAL,INDUSTRY
39225259,Plozasiran for Managing Persistent Chylomicronemia and Pancreatitis Risk,N Engl J Med,NCT05089084,https://clinicaltrials.gov/study/NCT05089084,Arrowhead Pharmaceuticals,Yes,FALSE,,Arrowhead Pharmaceuticals,INDUSTRY,INDUSTRY,,Arrowhead Pharmaceuticals,No,Yes,RANDOMIZED,PARALLEL,INTERVENTIONAL,INDUSTRY
40473449,"Efficacy and safety of first-line maintenance therapy with lurbinectedin plus atezolizumab in extensive-stage small-cell lung cancer (IMforte): a randomised, multicentre, open-label, phase 3 trial",Lancet,NCT05091567,https://clinicaltrials.gov/study/NCT05091567,Hoffmann-La Roche,Yes,FALSE,"2023-503868-16-00 (REGISTRY, CTIS (EU))",Hoffmann-La Roche,INDUSTRY,INDUSTRY,Jazz Pharmaceuticals,Hoffmann-La Roche; Jazz Pharmaceuticals,No,Yes,RANDOMIZED,PARALLEL,INTERVENTIONAL,INDUSTRY
40086461,"Safety and immunogenicity of a pentavalent meningococcal conjugate vaccine targeting serogroups A, C, W, Y, and X when co-administered with routine childhood vaccines at ages 9 months and 15 months in Mali: a single-centre, double-blind, randomised, controlled, phase 3, non-inferiority trial",Lancet,NCT05093829,,,No,,UM1AI148689 (NIH),Emory University,OTHER,OTHER,National Institute of Allergy and Infectious Diseases (NIAID),Emory University; National Institute of Allergy and Infectious Diseases (NIAID),Yes,Yes,RANDOMIZED,PARALLEL,INTERVENTIONAL,NIH
39385046,AAV gene therapy for Duchenne muscular dystrophy: the EMBARK phase 3 randomized trial,Nat Med,NCT05096221,https://clinicaltrials.gov/study/NCT05096221,"Sarepta Therapeutics, Inc.",Yes,FALSE,2019-003374-91 (EUDRACT_NUMBER),"Sarepta Therapeutics, Inc.",INDUSTRY,INDUSTRY,Hoffmann-La Roche,"Sarepta Therapeutics, Inc.; Hoffmann-La Roche",No,Yes,RANDOMIZED,PARALLEL,INTERVENTIONAL,INDUSTRY
39445704,CRISPR-Based Therapy for Hereditary Angioedema,N Engl J Med,NCT05120830,,,No,,,Intellia Therapeutics,INDUSTRY,INDUSTRY,,Intellia Therapeutics,No,Yes,RANDOMIZED,SEQUENTIAL,INTERVENTIONAL,INDUSTRY
39657224,Early Restrictive vs Liberal Oxygen for Trauma Patients: The TRAUMOX2 Randomized Clinical Trial,JAMA,NCT05146700,,,No,,"2021-000556-19 (EUDRACT_NUMBER); NNF20OC0063985 (OTHER_GRANT, Novo Nordisk Fonden)","Rigshospitalet, Denmark",OTHER,OTHER,The Novo Nordic Foundation,"Rigshospitalet, Denmark; The Novo Nordic Foundation",No,Yes,RANDOMIZED,PARALLEL,INTERVENTIONAL,OTHER
39908448,Endovascular Treatment of Stroke Due to Medium-Vessel Occlusion,N Engl J Med,NCT05151172,https://clinicaltrials.gov/study/NCT05151172,Dr. Michael D Hill,Yes,FALSE,,Dr. Michael D Hill,OTHER,OTHER,University of Calgary,Dr. Michael D Hill; University of Calgary,No,Yes,RANDOMIZED,PARALLEL,INTERVENTIONAL,OTHER
39433921,Home-based transcranial direct current stimulation treatment for major depressive disorder: a fully remote phase 2 randomized sham-controlled trial,Nat Med,NCT05202119,https://clinicaltrials.gov/study/NCT05202119,Flow Neuroscience AB,Yes,FALSE,,Flow Neuroscience AB,INDUSTRY,INDUSTRY,University of Texas; University of East London,Flow Neuroscience AB; University of Texas; University of East London,No,Yes,RANDOMIZED,PARALLEL,INTERVENTIONAL,INDUSTRY
39480221,Intraosseous or Intravenous Vascular Access for Out-of-Hospital Cardiac Arrest,N Engl J Med,NCT05205031,,,No,,,Lars Wiuff Andersen,OTHER,OTHER,Central Denmark Region; University of Aarhus,Lars Wiuff Andersen; Central Denmark Region; University of Aarhus,No,Yes,RANDOMIZED,PARALLEL,INTERVENTIONAL,OTHER
39794615,"Subcutaneous weekly semaglutide with automated insulin delivery in type 1 diabetes: a double-blind, randomized, crossover trial",Nat Med,NCT05205928,,,No,,,McGill University Health Centre/Research Institute of the McGill University Health Centre,OTHER,OTHER,,McGill University Health Centre/Research Institute of the McGill University Health Centre,No,Yes,RANDOMIZED,CROSSOVER,INTERVENTIONAL,OTHER
40121537,Microultrasonography-Guided vs MRI-Guided Biopsy for Prostate Cancer Diagnosis: The OPTIMUM Randomized Clinical Trial,JAMA,NCT05220501,https://clinicaltrials.gov/study/NCT05220501,Sunnybrook Health Sciences Centre,Yes,FALSE,,Sunnybrook Health Sciences Centre,OTHER,OTHER,Exact Imaging,Sunnybrook Health Sciences Centre; Exact Imaging,No,Yes,RANDOMIZED,PARALLEL,INTERVENTIONAL,OTHER
40065171,Allogeneic mesenchymal stem cell therapy with laromestrocel in mild Alzheimer's disease: a randomized controlled phase 2a trial,Nat Med,NCT05233774,https://clinicaltrials.gov/study/NCT05233774,Longeveron Inc.,Yes,FALSE,,Longeveron Inc.,INDUSTRY,INDUSTRY,"bioRASI, LLC","Longeveron Inc.; bioRASI, LLC",No,Yes,RANDOMIZED,PARALLEL,INTERVENTIONAL,INDUSTRY
39762418,Neoadjuvant chemoradiation with or without PD-1 blockade in locally advanced rectal cancer: a randomized phase 2 trial,Nat Med,NCT05245474,,,No,,,Beijing Friendship Hospital,OTHER,OTHER,"Beijing Chao Yang Hospital; Xuanwu Hospital, Beijing; Beijing Hospital; Peking Union Medical College Hospital; Peking University First Hospital; Peking University People's Hospital; Peking University Cancer Hospital & Institute; BeiGene","Beijing Friendship Hospital; Beijing Chao Yang Hospital; Xuanwu Hospital, Beijing; Beijing Hospital; Peking Union Medical College Hospital; Peking University First Hospital; Peking University People's Hospital; Peking University Cancer Hospital & Institute; BeiGene",No,Yes,RANDOMIZED,PARALLEL,INTERVENTIONAL,OTHER
40179932,"Durability and efficacy of solbinsiran, a GalNAc-conjugated siRNA targeting ANGPTL3, in adults with mixed dyslipidaemia (PROLONG-ANG3): a double-blind, randomised, placebo-controlled, phase 2 trial",Lancet,NCT05256654,https://clinicaltrials.gov/study/NCT05256654,Eli Lilly and Company,Yes,FALSE,"J3F-MC-EZCB (OTHER, Eli Lilly and Company); 2021-005407-13 (EUDRACT_NUMBER)",Eli Lilly and Company,INDUSTRY,INDUSTRY,,Eli Lilly and Company,No,Yes,RANDOMIZED,PARALLEL,INTERVENTIONAL,INDUSTRY
40473448,"Relacorilant and nab-paclitaxel in patients with platinum-resistant ovarian cancer (ROSELLA): an open-label, randomised, controlled, phase 3 trial",Lancet,NCT05257408,https://clinicaltrials.gov/study/NCT05257408,Corcept Therapeutics,Yes,FALSE,"ROSELLA Study 556 (OTHER, Corcept Therapeutics); GOG-3073 (OTHER, Gynecologic Oncology Group); ENGOT-OV72 (OTHER, European Network of Gyneaecological Oncological Trial Groups); APGOT-Ov10 (OTHER, Asia Pacific Gyneaecological Oncological Trial Groups); LACOG 0223 (OTHER, Latin America Cooperative Oncology Trials Group); ANZGOG2221/2023 (OTHER, Australia New Zealand Oncology Group)",Corcept Therapeutics,INDUSTRY,INDUSTRY,Gynecologic Oncology Group,Corcept Therapeutics; Gynecologic Oncology Group,No,Yes,RANDOMIZED,PARALLEL,INTERVENTIONAL,INDUSTRY
40252681,"Efficacy and safety of topical delgocitinib cream versus oral alitretinoin capsules in adults with severe chronic hand eczema (DELTA FORCE): a 24-week, randomised, head-to-head, phase 3 trial",Lancet,NCT05259722,,,No,,"2021-003543-16 (EUDRACT_NUMBER); U1111-1284-2242 (OTHER, World Health Organization (WHO))",LEO Pharma,INDUSTRY,INDUSTRY,,LEO Pharma,No,Yes,RANDOMIZED,PARALLEL,INTERVENTIONAL,INDUSTRY
40037388,"Efficacy and safety of twice per year depemokimab in chronic rhinosinusitis with nasal polyps (ANCHOR-1 and ANCHOR-2): phase 3, randomised, double-blind, parallel trials",Lancet,NCT05274750,https://clinicaltrials.gov/study/NCT05274750,GlaxoSmithKline,Yes,FALSE,2021-005037-16 (EUDRACT_NUMBER),GlaxoSmithKline,INDUSTRY,INDUSTRY,,GlaxoSmithKline,No,Yes,RANDOMIZED,PARALLEL,INTERVENTIONAL,INDUSTRY
40562047,"Once-weekly insulin efsitora alfa versus once-daily insulin degludec in adults with type 2 diabetes currently treated with basal insulin (QWINT-3): a phase 3, randomised, non-inferiority trial",Lancet,NCT05275400,https://clinicaltrials.gov/study/NCT05275400,Eli Lilly and Company,Yes,FALSE,"I8H-MC-BDCU (OTHER, Eli Lilly and Company); 2021-002569-16 (EUDRACT_NUMBER)",Eli Lilly and Company,INDUSTRY,INDUSTRY,,Eli Lilly and Company,No,Yes,RANDOMIZED,PARALLEL,INTERVENTIONAL,INDUSTRY
39775037,"Effects of early, late and self-selected time-restricted eating on visceral adipose tissue and cardiometabolic health in participants with overweight or obesity: a randomized controlled trial",Nat Med,NCT05310721,,,No,,,Universidad de Granada,OTHER,OTHER,Universidad Pública de Navarra,Universidad de Granada; Universidad Pública de Navarra,No,Yes,RANDOMIZED,PARALLEL,INTERVENTIONAL,OTHER
40387033,Nerandomilast in Patients with Idiopathic Pulmonary Fibrosis,N Engl J Med,NCT05321069,https://clinicaltrials.gov/study/NCT05321069,Boehringer Ingelheim,Yes,FALSE,2022-001091-34 (EUDRACT_NUMBER),Boehringer Ingelheim,INDUSTRY,INDUSTRY,,Boehringer Ingelheim,No,Yes,RANDOMIZED,PARALLEL,INTERVENTIONAL,INDUSTRY
